<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.POLY-12.20;60;20201014;110000;17200.0000000;17200.0000000;17200.0000000;17200.0000000;1
SPFB.POLY-12.20;60;20201014;130000;18000.0000000;18000.0000000;18000.0000000;18000.0000000;1
SPFB.POLY-12.20;60;20201014;150000;18000.0000000;18000.0000000;18000.0000000;18000.0000000;1
SPFB.POLY-12.20;60;20201015;110000;17808.0000000;17808.0000000;17807.0000000;17807.0000000;16
SPFB.POLY-12.20;60;20201015;120000;17720.0000000;17720.0000000;17720.0000000;17720.0000000;1
SPFB.POLY-12.20;60;20201015;130000;17520.0000000;17520.0000000;17520.0000000;17520.0000000;1
SPFB.POLY-12.20;60;20201015;160000;17600.0000000;17600.0000000;17600.0000000;17600.0000000;1
SPFB.POLY-12.20;60;20201015;190000;17894.0000000;18824.0000000;17894.0000000;18824.0000000;5
SPFB.POLY-12.20;60;20201015;200000;17609.0000000;17609.0000000;17609.0000000;17609.0000000;2
SPFB.POLY-12.20;60;20201015;230000;18820.0000000;18820.0000000;18019.0000000;18119.0000000;9
SPFB.POLY-12.20;60;20201016;110000;18814.0000000;18815.0000000;18814.0000000;18815.0000000;2
SPFB.POLY-12.20;60;20201016;140000;17902.0000000;17902.0000000;17902.0000000;17902.0000000;2
SPFB.POLY-12.20;60;20201016;170000;18345.0000000;18345.0000000;18345.0000000;18345.0000000;3
SPFB.POLY-12.20;60;20201016;180000;18345.0000000;18345.0000000;18345.0000000;18345.0000000;1
SPFB.POLY-12.20;60;20201019;110000;18345.0000000;18345.0000000;18345.0000000;18345.0000000;1
SPFB.POLY-12.20;60;20201020;110000;17905.0000000;17905.0000000;17820.0000000;17820.0000000;11
SPFB.POLY-12.20;60;20201020;140000;18756.0000000;18756.0000000;18756.0000000;18756.0000000;1
SPFB.POLY-12.20;60;20201020;160000;17801.0000000;17801.0000000;17801.0000000;17801.0000000;1
SPFB.POLY-12.20;60;20201021;110000;18000.0000000;18312.0000000;17720.0000000;18312.0000000;12
SPFB.POLY-12.20;60;20201021;120000;17530.0000000;17530.0000000;17500.0000000;17500.0000000;12
SPFB.POLY-12.20;60;20201021;170000;17834.0000000;17834.0000000;17834.0000000;17834.0000000;2
SPFB.POLY-12.20;60;20201022;120000;17834.0000000;18200.0000000;17834.0000000;18200.0000000;32
SPFB.POLY-12.20;60;20201022;150000;17892.0000000;17892.0000000;17892.0000000;17892.0000000;2
SPFB.POLY-12.20;60;20201022;180000;17990.0000000;17990.0000000;17990.0000000;17990.0000000;1
SPFB.POLY-12.20;60;20201022;220000;18250.0000000;18250.0000000;18250.0000000;18250.0000000;2
SPFB.POLY-12.20;60;20201023;170000;17791.0000000;17791.0000000;17705.0000000;17705.0000000;7
SPFB.POLY-12.20;60;20201026;110000;17680.0000000;17800.0000000;17680.0000000;17800.0000000;11
SPFB.POLY-12.20;60;20201026;120000;17800.0000000;17800.0000000;17800.0000000;17800.0000000;1
SPFB.POLY-12.20;60;20201027;180000;17850.0000000;17850.0000000;17850.0000000;17850.0000000;2
SPFB.POLY-12.20;60;20201027;190000;17900.0000000;17900.0000000;17900.0000000;17900.0000000;1
SPFB.POLY-12.20;60;20201028;180000;15701.0000000;17377.0000000;15701.0000000;17377.0000000;2
SPFB.POLY-12.20;60;20201102;130000;17360.0000000;17375.0000000;17343.0000000;17343.0000000;4
SPFB.POLY-12.20;60;20201102;170000;17672.0000000;17672.0000000;17672.0000000;17672.0000000;1
SPFB.POLY-12.20;60;20201105;190000;18696.0000000;18719.0000000;18696.0000000;18719.0000000;14
SPFB.POLY-12.20;60;20201106;110000;19000.0000000;19000.0000000;18999.0000000;18999.0000000;41
SPFB.POLY-12.20;60;20201106;120000;19000.0000000;19000.0000000;19000.0000000;19000.0000000;5
SPFB.POLY-12.20;60;20201106;130000;18232.0000000;18232.0000000;18232.0000000;18232.0000000;1
SPFB.POLY-12.20;60;20201106;150000;19000.0000000;19100.0000000;19000.0000000;19100.0000000;7
SPFB.POLY-12.20;60;20201106;160000;19199.0000000;19200.0000000;19130.0000000;19200.0000000;6
SPFB.POLY-12.20;60;20201106;170000;19250.0000000;19250.0000000;19250.0000000;19250.0000000;1
SPFB.POLY-12.20;60;20201106;180000;19330.0000000;19400.0000000;19330.0000000;19400.0000000;3
SPFB.POLY-12.20;60;20201106;210000;18452.0000000;18452.0000000;18452.0000000;18452.0000000;15
SPFB.POLY-12.20;60;20201106;230000;19483.0000000;19483.0000000;19483.0000000;19483.0000000;2
SPFB.POLY-12.20;60;20201107;000000;19001.0000000;19280.0000000;19001.0000000;19280.0000000;3
SPFB.POLY-12.20;60;20201109;110000;19499.0000000;19599.0000000;19399.0000000;19599.0000000;12
SPFB.POLY-12.20;60;20201109;130000;19201.0000000;19300.0000000;19201.0000000;19300.0000000;3
SPFB.POLY-12.20;60;20201109;150000;19026.0000000;19026.0000000;19026.0000000;19026.0000000;1
