;Open;Close;High;Low;Vol;Log_returns;Amihud;LHH;LIX;VAR;VAR_21;MACD;EMA_21;MA_21;F_Open;F_Close;F_High;F_Low;F_Vol;F_Log_returns;F_Amihud;F_LHH;F_LIX;F_VAR;F_VAR_21;F_MACD;F_EMA_21;F_MA_21;F_Open_pos;F_Open_con
2019-01-03;101.9;101.5;101.9;101.5;;-0.003933141746837343;1.0482632090089938e-08;7.912436163083445;8.635156319190443;0.0029967256742298273;;0.0;;;10325.0;10310.0;10350.0;10254.0;-0.10540540540540544;-0.0014538408182271922;4.238527075950939e-05;0.29704479042000853;4.550815426019667;0.0019183642543412719;0.014570914407616946;-3.9422563362750225;-0.001333061583023154;-0.004017285676674254;0.009423675710005686;0.00903151421983095
2019-01-04;101.64;101.1;101.68;101.1;-0.2238740168588862;-0.005327032425537226;8.66507696254743e-09;7.596855154994403;8.362005653284939;0.00232342505810821;;-0.0003076923076861249;-0.0020642739854562775;;10305.0;10308.0;10372.0;10256.0;1.4803625377643503;0.00029107844769704627;2.8954963617026024e-05;0.14580977879797288;4.86305957777139;0.0015136009531738445;0.01426961871841007;-4.0950905355894065;-0.001230358385759911;-0.0028348365867109093;0.005556717135464018;0.007808036564463938
2019-01-08;101.5;101.1;101.84;101.1;-0.04484484939371214;-0.00394867245541608;8.074344380939334e-09;9.399626376000427;8.236275849045528;0.0013860731461863625;;-0.00039890668460884626;-0.0006874315497846784;;10323.0;10275.0;10338.0;10225.0;0.042630937880633324;-0.0046606551011532105;7.971386069035314e-05;0.1472307657153303;4.89117715174184;0.0019492804976197471;0.014282642493021606;-4.294317611562292;-0.001407452059750458;-0.0031994003409647753;0.07831450825568553;0.07747543461829176
2019-01-09;101.14;102.06;103.18;102.06;3.390176985536666;0.009055179983988637;5.916297642843558e-09;4.773366450905665;8.702875983248553;0.005159870433498209;;0.000726000421821027;0.002377596946409266;;10268.0;10422.0;10480.0;10252.0;0.6717289719626167;0.014886693478128876;3.193975203739697e-05;0.17760567861790633;4.815655855590065;0.004019268386371997;0.014556121298438371;-4.032238245337794;3.88342708634859e-06;-0.002338473389548401;0.014093519625701267;0.002104524728165469
2019-01-10;102.72;105.14;105.14;105.14;0.11718148879986412;0.023285955449651397;4.7673090835329994e-09;4.858614778038834;inf;0.003782336332303052;;0.005422275528033538;0.0086945363100015;;10437.0;10638.0;10707.0;10405.0;0.8902865129280224;0.019075311482209756;3.1759209321628483e-05;0.13313718610685002;4.979020312469999;0.0027162539571421447;0.01430334263697133;-3.1845274919032818;0.0018909092746486333;-0.0003630831736226581;0.11184411585054455;0.08575428771438576
2019-01-11;105.04;104.66;106.5;104.66;-0.061524706886628366;-0.0036242290504784336;4.207763671983176e-09;3.595266574748909;8.518747923939035;0.00506320662082471;;0.007633853291466153;0.004724249040095385;;10648.0;10610.0;10812.0;10553.0;-0.23696857670979665;-0.0035751284669185424;2.9498445680029558e-05;0.1478988119767552;4.927125312775263;0.004462155409336107;0.012116304254254973;-2.519656811889945;0.0014710500248451552;0.0014390672269679605;0.0005360270059573402;0.0024177949709864865
2019-01-14;104.68;106.22;106.96;106.22;-0.20153597816967772;0.01460433733230726;7.413121805730331e-09;7.644935823284189;8.823014945839848;0.006287231141621729;;0.01135049081379691;0.006161325056982081;;10610.0;10791.0;10855.0;10522.0;0.013081395348837122;0.01691550075570447;9.819506288158634e-05;0.1979701204035979;4.8309714918495255;0.0050111450860266925;0.012771289733300837;-1.4319501409590885;0.002910751991420435;0.0018180566076717586;0.06338414651019253;0.051616015436565466
2019-01-15;106.68;106.98;107.2;106.98;0.3154890073140737;0.002808201789290088;5.7916387678085605e-09;3.545957272789338;9.472007504544898;0.0035964375460555108;;0.015034753301648607;0.005796389022719284;;10791.0;10790.0;10872.0;10674.0;-0.0583452893352463;-9.267411155455818e-05;4.317544862522655e-05;0.12239629947148765;5.0306019705594975;0.003843530325251717;0.01257722859049066;-0.49650848209239484;0.002629076149681664;0.0020530587367273423;-0.0004465576920287262;-0.006727828746177389
2019-01-16;106.52;108.4;109.26;108.4;-0.042562438905982436;0.01749532805981424;9.979392346834128e-09;5.785376869969014;8.866768883990842;0.0048659243504046825;;0.019862236931771804;0.0065829561213737176;;10831.0;11017.0;11077.0;10770.0;0.21635347892331125;0.017027141504327048;5.711871228085539e-05;0.1538204592901879;4.934230491705551;0.004358928096180579;0.013113025774807916;0.9410602479438239;0.004348112790279135;0.0030961451392350625;0.010761692849563076;-0.005233990147783252
2019-01-17;108.34;109.06;109.84;109.06;0.04083149897647176;0.006623759268162388;9.4812995697876e-09;4.008295865414935;8.929189370620861;0.006710947403686275;;0.024405712095813215;0.0060942079319956655;;11026.0;11052.0;11133.0;10908.0;-0.5177453027139876;0.0023552868936782545;7.649092341583846e-05;0.2240938379552241;4.753840342361275;0.0045354811385528975;0.01266686848531032;2.2630553553863137;0.004236464119290462;0.0036473720684244704;-0.02503115777141318;-0.029093160012380048
