Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
10.03.2020;;8299;;;;;;;;;;;;
11.03.2020;;8024;;;;;;;;;;;;
12.03.2020;;7312;;;;;;;;;;;;
13.03.2020;;7676;;;;;;;;;;;;
16.03.2020;;7102;;;;;;;;;;;;
17.03.2020;;6671;;;;;;;;;;;;
18.03.2020;6100;5851;6100;6100;6100;6100;;50;1;305000;50;585100;100;
19.03.2020;5823;5995;5821;5855;5816;5855;-4,02;1;10;69881;12;719400;120;
20.03.2020;6199;6275;6199;6199;6199;6199;5,88;1;10;61990;10;840850;134;
23.03.2020;5946;6266;5444;6335;5444;6334;2,18;1;25;214041;36;789516;126;
24.03.2020;6526;6655;6400;6700;6400;6700;5,78;1;14;91365;14;958320;144;
25.03.2020;7089;6958;6820;7414;6216;6943;3,63;1;60;949893;134;1864744;268;
26.03.2020;6852;6967;7340;7340;6619;6840;-1,48;2;38;424824;62;1853222;266;
27.03.2020;6699;6695;6985;7063;6510;6695;-2,12;2;54;716837;107;1807650;270;
30.03.2020;6466;6517;6616;6692;6292;6517;-2,66;4;45;472013;73;1837794;282;
31.03.2020;6776;6830;6551;6935;6534;6830;4,80;1;50;562439;83;1939720;284;
01.04.2020;6794;6785;6754;6857;6754;6785;-0,66;2;41;754153;111;2605440;384;
02.04.2020;6780;6844;6715;6999;6664;6844;0,87;1;36;732211;108;3367248;492;
03.04.2020;6947;6948;7039;7039;6720;6948;1,52;4;42;1326809;191;3376728;486;
06.04.2020;7037;7149;7014;7177;6793;7150;2,91;1;20;274445;39;3603096;504;
07.04.2020;7598;7576;7100;8158;7100;7576;5,96;1;40;714222;94;4363776;576;
08.04.2020;7588;7590;7775;7775;7224;7666;1,19;1;15;493244;65;4994220;658;
09.04.2020;7713;7695;7688;7870;7648;7790;1,62;1;33;431913;56;5278770;686;
10.04.2020;7614;7741;7679;7741;7599;7741;-0,63;2;29;525392;69;6053462;782;
13.04.2020;7549;7410;7840;8809;7399;7399;-4,42;100;59;3857401;511;11441040;1544;
14.04.2020;7355;7300;7322;7629;7300;7300;-1,34;5;15;169171;23;11388000;1560;
15.04.2020;6886;6920;7200;7250;6763;6920;-5,20;1;76;1287594;187;10449200;1510;
16.04.2020;6957;7068;7041;7098;6835;7068;2,14;1;56;1537405;221;11407752;1614;
17.04.2020;7083;7152;6970;7168;6970;7168;1,42;1;14;254976;36;11529024;1612;
20.04.2020;7092;6981;7149;7149;6981;6981;-2,61;1;3;21277;3;11253372;1612;
