Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
09.12.2019;;10641;;;;;;;;;;;;
10.12.2019;;10505;;;;;;;;;;;;
11.12.2019;;10730;;;;;;;;;;;;
12.12.2019;;10879;;;;;;;;;;;;
13.12.2019;;10809;;;;;;;;;;;;
16.12.2019;;10835;;;;;;;;;;;;
17.12.2019;;10889;;;;;;;;;;;;
18.12.2019;;10823;;;;;;;;;;;;
19.12.2019;;10757;;;;;;;;;;;;
20.12.2019;;10671;;;;;;;;;;;;
23.12.2019;;10694;;;;;;;;;;;;
24.12.2019;;10619;;;;;;;;;;;;
25.12.2019;;10635;;;;;;;;;;;;
26.12.2019;;10693;;;;;;;;;;;;
27.12.2019;;10679;;;;;;;;;;;;
30.12.2019;;10658;;;;;;;;;;;;
03.01.2020;;10624;;;;;;;;;;;;
06.01.2020;;10641;;;;;;;;;;;;
08.01.2020;;10580;;;;;;;;;;;;
09.01.2020;;10733;;;;;;;;;;;;
10.01.2020;;10795;;;;;;;;;;;;
13.01.2020;10899;10899;10899;10899;10899;10899;;1;1;10899;1;21798;2;
14.01.2020;11323;11277;11053;11349;11053;11277;3,47;1;5;294390;26;586404;52;
15.01.2020;11243;11186;11263;11264;11186;11186;-0,81;1;6;67459;6;693532;62;
16.01.2020;;11282;;;;;;;;;;699484;62;
17.01.2020;;11352;;;;;;;;;;703824;62;
20.01.2020;11578;11778;11320;11640;11320;11640;;2;8;150515;13;1012908;86;
21.01.2020;;11675;;;;;;;;;;1004050;86;
22.01.2020;11590;11590;11590;11590;11590;11590;;24;1;278160;24;579500;50;
23.01.2020;11706;11649;11789;11883;11583;11649;0,51;1;9;128766;11;512556;44;
24.01.2020;;11768;;;;;;;;;;517792;44;
27.01.2020;11163;11272;11081;11278;10742;11236;;3;12;256739;23;360704;32;
28.01.2020;11216;11110;11412;11479;11109;11110;-1,12;2;6;100943;9;422180;38;
29.01.2020;;11059;;;;;;;;;;420242;38;
30.01.2020;11133;11165;11035;11165;11035;11165;;3;2;44530;4;334950;30;
31.01.2020;;11016;;;;;;;;;;330480;30;
03.02.2020;;11237;;;;;;;;;;337110;30;
04.02.2020;;11427;;;;;;;;;;342810;30;
05.02.2020;11591;11956;11500;11956;11500;11956;;1;7;938878;81;2247728;188;
06.02.2020;12171;12134;12039;12246;12039;12154;1,66;1;4;48685;4;2256924;186;
07.02.2020;;12219;;;;;;;;;;2272734;186;
10.02.2020;12113;12010;12187;12200;12000;12010;;1;16;387607;32;2954460;246;
11.02.2020;12031;12013;12031;12031;12013;12013;0,02;1;2;613563;51;2955198;246;
12.02.2020;12188;12188;12188;12188;12188;12188;1,46;2;1;24376;2;2998248;246;
13.02.2020;12233;12101;12283;12383;12101;12101;-0,71;3;21;440398;36;2783230;230;
14.02.2020;;12197;;;;;;;;;;2805310;230;
17.02.2020;12255;12251;12256;12256;12253;12253;;2;3;85786;7;2940240;240;
18.02.2020;12067;11991;12307;12307;11939;11939;-2,56;1;6;84468;7;2877840;240;
19.02.2020;11991;11993;12023;12100;11911;12100;1,35;1;13;263801;22;2782376;232;
20.02.2020;11842;11805;11930;11930;11800;11803;-2,46;5;26;947345;80;2479050;210;
21.02.2020;11740;11822;11700;11800;11700;11800;-0,02;1;4;58700;5;2506264;212;
25.02.2020;11370;11200;11757;11757;11200;11200;-5,08;5;171;4570731;402;8288000;740;
26.02.2020;10907;11146;11300;11300;10682;11188;-0,11;5;143;5900514;541;16964212;1522;
27.02.2020;10496;10235;11000;11000;10208;10235;-8,52;1;128;5027416;479;21432090;2094;
28.02.2020;9644;9499;10377;10377;9301;9540;-6,79;1;444;11486398;1191;22056678;2322;
02.03.2020;9652;9525;9681;10250;9301;9501;-0,41;1;151;5018972;520;28060650;2946;
03.03.2020;9627;9490;9564;9828;9403;9410;-0,96;1;116;3032505;315;32133140;3386;
04.03.2020;9351;9389;9767;9767;9200;9389;-0,22;2;252;7751967;829;40767038;4342;
05.03.2020;9209;9060;9358;9588;9021;9049;-3,62;1;204;6750112;733;46387200;5120;
06.03.2020;8761;8700;9060;9060;8500;8700;-3,86;1;521;15218388;1737;65250000;7500;
10.03.2020;8285;8204;8695;8696;7526;8143;-6,40;1;755;17688284;2135;66879008;8152;
