Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
09.09.2019;;11068;;;;;;;;;;;;
10.09.2019;;10999;;;;;;;;;;;;
11.09.2019;;11070;;;;;;;;;;;;
12.09.2019;;11049;;;;;;;;;;;;
13.09.2019;;11042;;;;;;;;;;;;
16.09.2019;;10596;;;;;;;;;;;;
17.09.2019;;10647;;;;;;;;;;;;
18.09.2019;10700;10641;10700;10700;10700;10700;;10;1;107000;10;212820;20;
19.09.2019;;10572;;;;;;;;;;211440;20;
20.09.2019;;10628;;;;;;;;;;212560;20;
23.09.2019;;10634;;;;;;;;;;212680;20;
24.09.2019;;10565;;;;;;;;;;211300;20;
25.09.2019;;10598;;;;;;;;;;211960;20;
26.09.2019;10675;10665;10675;10675;10675;10675;;1;1;10675;1;234630;22;
27.09.2019;10711;10711;10711;10711;10711;10711;0,34;1;1;10711;1;257064;24;
30.09.2019;10704;10722;10543;10731;10543;10731;0,19;1;10;117746;11;235884;22;
01.10.2019;;10711;;;;;;;;;;235642;22;
02.10.2019;;10622;;;;;;;;;;233684;22;
03.10.2019;10370;10370;10370;10370;10370;10370;;2;1;20740;2;269620;26;
04.10.2019;10305;10265;10301;10308;10301;10308;-0,60;1;2;20609;2;266890;26;
07.10.2019;;10254;;;;;;;;;;266604;26;
08.10.2019;;10268;;;;;;;;;;266968;26;
09.10.2019;;10341;;;;;;;;;;268866;26;
10.10.2019;10392;10392;10392;10392;10392;10392;;1;3;31176;3;270192;26;
11.10.2019;;10338;;;;;;;;;;268788;26;
14.10.2019;;10601;;;;;;;;;;275626;26;
15.10.2019;;10652;;;;;;;;;;276952;26;
16.10.2019;;10775;;;;;;;;;;280150;26;
17.10.2019;;10866;;;;;;;;;;282516;26;
18.10.2019;10718;10703;10753;10753;10699;10703;;1;3;32155;3;321090;30;
21.10.2019;10743;10736;10750;10750;10736;10736;0,31;1;2;21486;2;322080;30;
22.10.2019;10682;10658;10741;10741;10582;10658;-0,73;3;6;128178;12;447636;42;
23.10.2019;10719;10670;10700;10733;10700;10700;0,39;1;5;64314;6;554840;52;
24.10.2019;10706;10624;10717;10719;10639;10639;-0,57;1;9;96356;9;679936;64;
25.10.2019;;10581;;;;;;;;;;677184;64;
28.10.2019;;10568;;;;;;;;;;676352;64;
29.10.2019;10710;10700;10700;10716;10700;10700;;1;3;53548;5;770400;72;
30.10.2019;10779;10788;10750;10800;10750;10788;0,82;1;3;32338;3;755160;70;
31.10.2019;10960;10965;10950;11000;10939;10939;1,40;1;4;43839;4;745620;68;
01.11.2019;10868;10800;10940;10940;10800;10800;-1,27;1;4;54340;5;712800;66;
05.11.2019;10926;10900;10800;10988;10762;10957;1,45;4;13;305939;28;1090000;100;
06.11.2019;10871;10900;10850;10900;10850;10900;-0,52;7;11;184800;17;1460600;134;
07.11.2019;10725;10750;10725;10725;10725;10725;-1,61;1;2;21450;2;1419000;132;
08.11.2019;10795;10856;10783;10856;10783;10856;1,22;1;3;64771;6;1432992;132;
11.11.2019;10676;10692;10868;10868;10633;10692;-1,51;2;5;149462;14;1432728;134;
12.11.2019;10749;10683;10750;10828;10656;10683;-0,08;1;4;96745;9;1581084;148;
13.11.2019;10631;10604;10662;10662;10600;10600;-0,78;1;2;21262;2;1569392;148;
14.11.2019;;10722;;;;;;;;;;1586856;148;
15.11.2019;;10767;;;;;;;;;;1593516;148;
18.11.2019;10933;10859;10981;10981;10859;10859;;3;4;87460;8;1694004;156;
19.11.2019;10812;10849;10697;10999;10671;10849;-0,09;5;30;421663;39;2126404;196;
20.11.2019;10695;10696;10725;10725;10648;10696;-1,41;3;4;74865;7;2096416;196;
21.11.2019;10666;10667;10700;10700;10625;10667;-0,27;9;5;138653;13;2112066;198;
22.11.2019;10693;10706;10734;10734;10624;10706;0,37;2;3;42770;4;2119788;198;
25.11.2019;;10750;;;;;;;;;;2128500;198;
26.11.2019;;10789;;;;;;;;;;2136222;198;
27.11.2019;10861;10861;10860;10861;10860;10861;;1;2;21721;2;2193922;202;
28.11.2019;;10680;;;;;;;;;;2157360;202;
29.11.2019;10584;10550;10767;10767;10480;10550;;1;39;984290;93;3059500;290;
02.12.2019;10500;10425;10500;10600;10425;10425;-1,18;1;32;608996;58;3106650;298;
03.12.2019;10352;10281;10483;10483;10280;10299;-1,21;1;47;1211160;117;5346120;520;
04.12.2019;10258;10317;10381;10419;10200;10317;0,18;1;48;779630;76;6499710;630;
05.12.2019;10380;10399;10350;10471;10292;10399;0,80;5;10;176452;17;6634562;638;
06.12.2019;;10375;;;;;;;;;;6619250;638;
09.12.2019;10475;10475;10475;10475;10475;10475;;1;1;10475;1;6662100;636;
