<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.ROSN-9.21;60;20201118;160000;44786.0000000;44786.0000000;44786.0000000;44786.0000000;1
SPFB.ROSN-9.21;60;20201210;000000;44567.0000000;44567.0000000;44567.0000000;44567.0000000;1
SPFB.ROSN-9.21;60;20201229;130000;44434.0000000;44434.0000000;44434.0000000;44434.0000000;1
SPFB.ROSN-9.21;60;20210111;170000;47501.0000000;47501.0000000;47501.0000000;47501.0000000;1
SPFB.ROSN-9.21;60;20210113;130000;48500.0000000;48500.0000000;48500.0000000;48500.0000000;1
SPFB.ROSN-9.21;60;20210115;180000;50998.0000000;50998.0000000;50998.0000000;50998.0000000;1
SPFB.ROSN-9.21;60;20210121;190000;50468.0000000;50468.0000000;50468.0000000;50468.0000000;1
SPFB.ROSN-9.21;60;20210202;000000;48137.0000000;48137.0000000;48137.0000000;48137.0000000;1
SPFB.ROSN-9.21;60;20210205;220000;50055.0000000;50082.0000000;50055.0000000;50082.0000000;2
SPFB.ROSN-9.21;60;20210205;230000;50082.0000000;50082.0000000;50082.0000000;50082.0000000;1
SPFB.ROSN-9.21;60;20210212;110000;49427.0000000;49427.0000000;49427.0000000;49427.0000000;1
SPFB.ROSN-9.21;60;20210218;190000;49648.0000000;49648.0000000;49648.0000000;49648.0000000;1
SPFB.ROSN-9.21;60;20210226;160000;51915.0000000;51915.0000000;51915.0000000;51915.0000000;1
SPFB.ROSN-9.21;60;20210302;140000;51850.0000000;52923.0000000;51850.0000000;52923.0000000;2
SPFB.ROSN-9.21;60;20210304;120000;53300.0000000;53300.0000000;53300.0000000;53300.0000000;1
SPFB.ROSN-9.21;60;20210319;160000;54885.0000000;54885.0000000;54885.0000000;54885.0000000;1
SPFB.ROSN-9.21;60;20210319;170000;54885.0000000;54885.0000000;54885.0000000;54885.0000000;1
SPFB.ROSN-9.21;60;20210322;180000;55935.0000000;55935.0000000;55865.0000000;55865.0000000;21
SPFB.ROSN-9.21;60;20210322;190000;55915.0000000;55915.0000000;55915.0000000;55915.0000000;1
SPFB.ROSN-9.21;60;20210323;180000;56272.0000000;56272.0000000;56272.0000000;56272.0000000;2
SPFB.ROSN-9.21;60;20210324;120000;56410.0000000;56410.0000000;56410.0000000;56410.0000000;1
SPFB.ROSN-9.21;60;20210324;190000;57120.0000000;57120.0000000;57120.0000000;57120.0000000;1
SPFB.ROSN-9.21;60;20210325;000000;56940.0000000;56940.0000000;56940.0000000;56940.0000000;1
SPFB.ROSN-9.21;60;20210325;230000;57009.0000000;57009.0000000;57009.0000000;57009.0000000;1
