Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
26.06.2020;;4367;;;;;;;;;;;;
29.06.2020;;4309;;;;;;;;;;;;
30.06.2020;;4210;;;;;;;;;;;;
02.07.2020;;4389;;;;;;;;;;;;
03.07.2020;;4394;;;;;;;;;;;;
06.07.2020;;4506;;;;;;;;;;;;
07.07.2020;;4420;;;;;;;;;;;;
08.07.2020;;4384;;;;;;;;;;;;
09.07.2020;;4517;;;;;;;;;;;;
10.07.2020;;4467;;;;;;;;;;;;
13.07.2020;4896;4501;4899;4899;4893;4893;;2;3;19584;4;36008;8;
14.07.2020;;4422;;;;;;;;;;35376;8;
15.07.2020;;4463;;;;;;;;;;35704;8;
16.07.2020;;4484;;;;;;;;;;35872;8;
17.07.2020;4051;4465;4051;4051;4051;4051;;2;1;8102;2;17860;4;
20.07.2020;4443;4655;4850;4850;4035;4035;-0,40;1;2;8885;2;18620;4;
21.07.2020;;4835;;;;;;;;;;19340;4;
22.07.2020;;4862;;;;;;;;;;19448;4;
23.07.2020;;4918;;;;;;;;;;19672;4;
24.07.2020;;4957;;;;;;;;;;19828;4;
27.07.2020;;4893;;;;;;;;;;19572;4;
28.07.2020;;4944;;;;;;;;;;19776;4;
29.07.2020;;4860;;;;;;;;;;19440;4;
30.07.2020;;4812;;;;;;;;;;19248;4;
31.07.2020;;4729;;;;;;;;;;18916;4;
03.08.2020;;4790;;;;;;;;;;19160;4;
04.08.2020;;4810;;;;;;;;;;19240;4;
05.08.2020;;4779;;;;;;;;;;19116;4;
06.08.2020;;4770;;;;;;;;;;19080;4;
07.08.2020;;4788;;;;;;;;;;19152;4;
10.08.2020;;4782;;;;;;;;;;19128;4;
11.08.2020;;4811;;;;;;;;;;19244;4;
12.08.2020;;4776;;;;;;;;;;19104;4;
13.08.2020;4823;4903;4845;4845;4800;4800;;2;3;19290;4;58836;12;
