<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.AFLT-6.19;60;20181214;150000;10625.0000000;10625.0000000;10625.0000000;10625.0000000;1
SPFB.AFLT-6.19;60;20181214;160000;10409.0000000;10409.0000000;10170.0000000;10179.0000000;3
SPFB.AFLT-6.19;60;20181224;120000;10599.0000000;10599.0000000;10599.0000000;10599.0000000;1
SPFB.AFLT-6.19;60;20181225;120000;10396.0000000;10396.0000000;10396.0000000;10396.0000000;1
SPFB.AFLT-6.19;60;20181227;140000;10552.0000000;10552.0000000;10552.0000000;10552.0000000;2
SPFB.AFLT-6.19;60;20181227;190000;10415.0000000;10415.0000000;10415.0000000;10415.0000000;1
SPFB.AFLT-6.19;60;20181229;120000;10448.0000000;10449.0000000;10448.0000000;10449.0000000;2
SPFB.AFLT-6.19;60;20190109;130000;10545.0000000;10545.0000000;10545.0000000;10545.0000000;1
SPFB.AFLT-6.19;60;20190110;140000;10788.0000000;10788.0000000;10788.0000000;10788.0000000;1
SPFB.AFLT-6.19;60;20190114;110000;10300.0000000;10300.0000000;10300.0000000;10300.0000000;5
SPFB.AFLT-6.19;60;20190114;130000;10893.0000000;11005.0000000;10893.0000000;11005.0000000;5
SPFB.AFLT-6.19;60;20190114;140000;11000.0000000;11049.0000000;11000.0000000;11049.0000000;2
SPFB.AFLT-6.19;60;20190117;120000;11262.0000000;11262.0000000;11262.0000000;11262.0000000;1
SPFB.AFLT-6.19;60;20190121;120000;11088.0000000;11088.0000000;11088.0000000;11088.0000000;4
SPFB.AFLT-6.19;60;20190121;130000;10981.0000000;10981.0000000;10981.0000000;10981.0000000;4
SPFB.AFLT-6.19;60;20190121;180000;10980.0000000;10980.0000000;10980.0000000;10980.0000000;1
SPFB.AFLT-6.19;60;20190130;170000;11185.0000000;11185.0000000;11185.0000000;11185.0000000;2
SPFB.AFLT-6.19;60;20190131;140000;11044.0000000;11044.0000000;11044.0000000;11044.0000000;1
SPFB.AFLT-6.19;60;20190204;150000;10699.0000000;10700.0000000;10693.0000000;10693.0000000;8
SPFB.AFLT-6.19;60;20190204;160000;10637.0000000;10637.0000000;10626.0000000;10626.0000000;7
SPFB.AFLT-6.19;60;20190204;190000;10630.0000000;10680.0000000;10600.0000000;10600.0000000;15
SPFB.AFLT-6.19;60;20190205;000000;10400.0000000;10400.0000000;10400.0000000;10400.0000000;22
SPFB.AFLT-6.19;60;20190205;110000;10400.0000000;10430.0000000;10400.0000000;10430.0000000;2
SPFB.AFLT-6.19;60;20190205;120000;10516.0000000;10547.0000000;10516.0000000;10547.0000000;4
SPFB.AFLT-6.19;60;20190205;140000;10412.0000000;10412.0000000;10287.0000000;10287.0000000;10
SPFB.AFLT-6.19;60;20190205;160000;10360.0000000;10360.0000000;10360.0000000;10360.0000000;1
SPFB.AFLT-6.19;60;20190205;180000;10449.0000000;10450.0000000;10449.0000000;10450.0000000;3
SPFB.AFLT-6.19;60;20190205;190000;10532.0000000;10590.0000000;10532.0000000;10590.0000000;3
SPFB.AFLT-6.19;60;20190206;110000;10550.0000000;10550.0000000;10550.0000000;10550.0000000;1
SPFB.AFLT-6.19;60;20190212;000000;10400.0000000;10400.0000000;10400.0000000;10400.0000000;1
SPFB.AFLT-6.19;60;20190212;180000;10592.0000000;10592.0000000;10592.0000000;10592.0000000;1
SPFB.AFLT-6.19;60;20190213;130000;10420.0000000;10420.0000000;10420.0000000;10420.0000000;1
SPFB.AFLT-6.19;60;20190213;140000;10366.0000000;10366.0000000;10340.0000000;10340.0000000;9
SPFB.AFLT-6.19;60;20190213;230000;10432.0000000;10432.0000000;10305.0000000;10305.0000000;4
SPFB.AFLT-6.19;60;20190214;110000;10341.0000000;10341.0000000;10235.0000000;10235.0000000;4
SPFB.AFLT-6.19;60;20190214;120000;10300.0000000;10342.0000000;10300.0000000;10342.0000000;13
SPFB.AFLT-6.19;60;20190214;150000;10342.0000000;10342.0000000;10342.0000000;10342.0000000;6
SPFB.AFLT-6.19;60;20190214;170000;10424.0000000;10506.0000000;10424.0000000;10506.0000000;13
SPFB.AFLT-6.19;60;20190218;150000;10500.0000000;10531.0000000;10469.0000000;10469.0000000;3
SPFB.AFLT-6.19;60;20190218;170000;10400.0000000;10400.0000000;10400.0000000;10400.0000000;1
SPFB.AFLT-6.19;60;20190219;110000;10233.0000000;10233.0000000;10233.0000000;10233.0000000;1
SPFB.AFLT-6.19;60;20190219;160000;10240.0000000;10240.0000000;10240.0000000;10240.0000000;6
SPFB.AFLT-6.19;60;20190219;170000;10306.0000000;10306.0000000;10306.0000000;10306.0000000;3
SPFB.AFLT-6.19;60;20190219;180000;10240.0000000;10240.0000000;10240.0000000;10240.0000000;5
SPFB.AFLT-6.19;60;20190219;190000;10291.0000000;10291.0000000;10291.0000000;10291.0000000;1
SPFB.AFLT-6.19;60;20190220;140000;10219.0000000;10219.0000000;10218.0000000;10219.0000000;3
SPFB.AFLT-6.19;60;20190220;160000;10201.0000000;10201.0000000;10200.0000000;10200.0000000;2
SPFB.AFLT-6.19;60;20190220;170000;10200.0000000;10200.0000000;10200.0000000;10200.0000000;1
SPFB.AFLT-6.19;60;20190220;180000;10207.0000000;10227.0000000;10207.0000000;10227.0000000;4
SPFB.AFLT-6.19;60;20190221;110000;10201.0000000;10201.0000000;10200.0000000;10200.0000000;5
SPFB.AFLT-6.19;60;20190221;120000;10200.0000000;10200.0000000;10200.0000000;10200.0000000;2
SPFB.AFLT-6.19;60;20190221;140000;10249.0000000;10249.0000000;10249.0000000;10249.0000000;1
SPFB.AFLT-6.19;60;20190221;150000;10249.0000000;10249.0000000;10249.0000000;10249.0000000;1
SPFB.AFLT-6.19;60;20190221;170000;10201.0000000;10233.0000000;10201.0000000;10201.0000000;14
SPFB.AFLT-6.19;60;20190221;220000;10202.0000000;10202.0000000;10202.0000000;10202.0000000;5
SPFB.AFLT-6.19;60;20190222;110000;10300.0000000;10300.0000000;10300.0000000;10300.0000000;1
SPFB.AFLT-6.19;60;20190222;140000;10289.0000000;10289.0000000;10289.0000000;10289.0000000;2
SPFB.AFLT-6.19;60;20190225;110000;10203.0000000;10203.0000000;10203.0000000;10203.0000000;2
SPFB.AFLT-6.19;60;20190225;120000;10201.0000000;10201.0000000;10199.0000000;10200.0000000;17
SPFB.AFLT-6.19;60;20190225;140000;10150.0000000;10276.0000000;10149.0000000;10267.0000000;4
SPFB.AFLT-6.19;60;20190225;180000;10220.0000000;10220.0000000;10220.0000000;10220.0000000;1
SPFB.AFLT-6.19;60;20190225;190000;10190.0000000;10190.0000000;10190.0000000;10190.0000000;1
SPFB.AFLT-6.19;60;20190226;140000;10101.0000000;10102.0000000;10101.0000000;10102.0000000;7
SPFB.AFLT-6.19;60;20190226;150000;10162.0000000;10162.0000000;10162.0000000;10162.0000000;1
SPFB.AFLT-6.19;60;20190226;160000;10102.0000000;10137.0000000;10102.0000000;10110.0000000;8
SPFB.AFLT-6.19;60;20190226;170000;10109.0000000;10109.0000000;10109.0000000;10109.0000000;4
SPFB.AFLT-6.19;60;20190226;180000;10102.0000000;10102.0000000;10102.0000000;10102.0000000;2
SPFB.AFLT-6.19;60;20190226;190000;10148.0000000;10148.0000000;10148.0000000;10148.0000000;1
SPFB.AFLT-6.19;60;20190226;220000;10115.0000000;10115.0000000;10115.0000000;10115.0000000;1
SPFB.AFLT-6.19;60;20190226;230000;10115.0000000;10115.0000000;10115.0000000;10115.0000000;1
SPFB.AFLT-6.19;60;20190227;110000;10100.0000000;10112.0000000;10100.0000000;10100.0000000;16
SPFB.AFLT-6.19;60;20190227;120000;10100.0000000;10100.0000000;10100.0000000;10100.0000000;2
SPFB.AFLT-6.19;60;20190227;130000;10100.0000000;10114.0000000;10000.0000000;10114.0000000;23
SPFB.AFLT-6.19;60;20190227;140000;10113.0000000;10113.0000000;9900.0000000;10024.0000000;56
SPFB.AFLT-6.19;60;20190227;150000;10008.0000000;10008.0000000;9901.0000000;9902.0000000;15
SPFB.AFLT-6.19;60;20190227;160000;9902.0000000;9908.0000000;9902.0000000;9902.0000000;12
SPFB.AFLT-6.19;60;20190227;170000;9914.0000000;9918.0000000;9914.0000000;9918.0000000;11
SPFB.AFLT-6.19;60;20190227;180000;9913.0000000;9914.0000000;9910.0000000;9910.0000000;7
SPFB.AFLT-6.19;60;20190227;190000;9910.0000000;9910.0000000;9910.0000000;9910.0000000;1
SPFB.AFLT-6.19;60;20190227;200000;9912.0000000;9912.0000000;9911.0000000;9911.0000000;8
SPFB.AFLT-6.19;60;20190227;210000;9913.0000000;9975.0000000;9913.0000000;9975.0000000;4
SPFB.AFLT-6.19;60;20190227;230000;9963.0000000;9974.0000000;9963.0000000;9974.0000000;2
SPFB.AFLT-6.19;60;20190228;000000;9911.0000000;9911.0000000;9910.0000000;9910.0000000;4
SPFB.AFLT-6.19;60;20190228;110000;9910.0000000;9910.0000000;9815.0000000;9821.0000000;32
SPFB.AFLT-6.19;60;20190228;120000;9884.0000000;9884.0000000;9884.0000000;9884.0000000;9
SPFB.AFLT-6.19;60;20190228;130000;9880.0000000;9880.0000000;9822.0000000;9822.0000000;3
SPFB.AFLT-6.19;60;20190228;140000;9870.0000000;9873.0000000;9850.0000000;9872.0000000;32
SPFB.AFLT-6.19;60;20190228;160000;9880.0000000;9880.0000000;9822.0000000;9822.0000000;7
SPFB.AFLT-6.19;60;20190228;170000;9874.0000000;9900.0000000;9874.0000000;9900.0000000;33
SPFB.AFLT-6.19;60;20190228;190000;9870.0000000;9870.0000000;9822.0000000;9828.0000000;15
SPFB.AFLT-6.19;60;20190228;220000;9850.0000000;9850.0000000;9850.0000000;9850.0000000;3
SPFB.AFLT-6.19;60;20190228;230000;9805.0000000;9811.0000000;9805.0000000;9811.0000000;2
SPFB.AFLT-6.19;60;20190301;000000;9860.0000000;9860.0000000;9860.0000000;9860.0000000;3
SPFB.AFLT-6.19;60;20190301;110000;9870.0000000;9959.0000000;9870.0000000;9901.0000000;21
SPFB.AFLT-6.19;60;20190301;130000;9900.0000000;9931.0000000;9900.0000000;9931.0000000;20
SPFB.AFLT-6.19;60;20190301;140000;9862.0000000;9862.0000000;9862.0000000;9862.0000000;20
SPFB.AFLT-6.19;60;20190301;150000;9863.0000000;9863.0000000;9863.0000000;9863.0000000;4
