;Open;Close;High;Low;Vol;Log_returns;Amihud;LHH;LIX;VAR;VAR_21;MACD;EMA_21;MA_21
2019-03-11;2329.2;2346.4;2364.8;2346.4;-0.29194590442915014;0.007357377700276224;2.89129025377982e-07;71.77756931364114;7.078855281726942;0.0029640776777263697;0.0164050612303167;2.3096592491374395;0.004873047598505931;0.003313051100912956
2019-03-12;2369.0;2355.0;2380.0;2355.0;-0.15765013665705996;-0.005927197708267329;3.840107307185837e-07;69.02813983629795;6.872814467299481;0.003526305045804978;0.016286014727500655;2.4661847809747997;0.004751082409782947;0.004103012159135
2019-03-13;2346.2;2345.0;2368.4;2345.0;0.13896499046801414;-0.0005115961912398603;2.500758082581838e-07;73.66101081133026;6.956200929078083;0.0027834382685929305;0.01618071955678496;2.5598769009648095;0.0038810803340720845;0.003177717588346951
2019-03-14;2344.6;2303.4;2354.8;2303.4;-0.010530516327842632;-0.01772851940292064;2.7299356663062437e-07;94.66633000081777;6.602082587572066;0.004191615487816292;0.016542040792332124;2.5152670517409206;0.0018174375770951823;0.001560440494918991
2019-03-15;2326.6;2352.8;2355.0;2352.8;-0.04062107904642409;0.01119813385711943;5.313703466430326e-07;53.27632688324593;7.9618288468528835;0.003032174367786271;0.01654422045374051;2.594945110200115;0.003647987472567893;0.0020122518116634236
2019-03-18;2354.8;2306.0;2398.0;2306.0;1.9493916252131065;-0.02094137632510229;3.1303091938404854e-07;61.46124860204107;6.801470434526357;0.008476541847445621;0.0167441067434871;2.523379145517538;0.0014108606237415167;0.000889713639310008
2019-03-19;2323.8;2318.8;2339.8;2318.8;-0.720662760313564;-0.0021539662831839834;2.114138906497477e-07;52.73134758899465;6.891571793162413;0.002053093755055093;0.014285064814389958;2.482554527583943;0.0017941755207704357;0.002510148534759171
2019-03-20;2318.8;2301.4;2329.8;2301.4;0.382368365105237;-0.0075321770762197815;2.240143770021706e-07;55.3464554453803;6.897825351517848;0.002601716833281407;0.014152525940306988;2.3869372439753533;0.0009271790856073547;0.002964101438138078
2019-03-21;2298.0;2274.0;2348.0;2274.0;3.760901438487486;-0.01049878409821936;1.2006978355474406e-07;30.204930692212347;7.154399514109614;0.009804759770109748;0.013643292414085507;2.2177913839259418;-0.00025761869347351585;0.003102687592617448
2019-03-22;2291.0;2276.4;2310.0;2276.4;-0.7564655590132336;-0.0063931557245267;2.0594411755625322e-07;48.43176794377494;6.8843104614722;0.003307003606410662;0.01369257351161248;2.067292100281975;-0.00013778807266018323;0.0023124735072797
2019-03-25;2273.8;2293.8;2318.4;2293.8;-0.09188744649994696;0.008757390235415663;4.2732293614958454e-07;170.03605039895535;6.981161282511151;0.005849923272430103;0.012744028718944261;1.9743804713712052;0.0005721258914963556;0.003743342377650505
2019-03-26;2297.0;2315.8;2329.0;2315.8;-0.0808331629224972;0.008151276489074988;2.586241150647518e-07;63.895160949144184;7.2190623065102075;0.002260614948245472;0.012611262282617493;1.9438977838044593;0.0014000625648717957;0.0038128133890653615
2019-03-27;2306.8;2268.0;2317.6;2268.0;0.15957920162725658;-0.016962896893614854;4.218279757050339e-07;73.18204271040338;6.699396979039021;0.005365512358909642;0.012729389109524295;1.7762822092208808;-0.0006401972603121697;0.0011095781109744518
2019-03-28;2270.0;2317.8;2332.2;2317.8;0.492668219816363;0.020838628424843186;1.8953500580060816e-07;79.60406561553825;7.419912358156833;0.004634408098254246;0.013316495082397312;1.7594805349754097;0.001408684961736073;0.0030759778994515763
2019-03-29;2320.4;2293.6;2335.0;2293.6;0.21828865222181415;-0.011616949022749345;1.8249759252568686e-07;43.144316488516864;7.042466429523552;0.0034191140531456316;0.013491324054084068;1.668793636376904;0.0003122899154719416;0.002702367157755292
2019-04-01;2289.0;2243.4;2291.0;2243.4;0.18839050662165158;-0.020122468741443633;1.4572791947799045e-07;39.78271313347279;7.0472080273363575;0.00699487045587989;0.01341272690857361;1.4437026256669014;-0.0017182599284278899;0.0007305204855279079
2019-04-02;2237.6;2249.0;2252.8;2249.0;-0.2609853641213823;0.00508181007156594;1.3600054630225693e-07;31.76573694314847;8.014767162840029;0.003345951406142168;0.013408195714017874;1.2585486812827185;-0.0013402065814164255;3.299377242527157e-05
2019-04-03;2271.6;2268.2;2286.8;2268.2;-0.21702096013912409;-0.0014978636220472907;1.6377611880189472e-07;35.97707977046554;7.222479842175652;0.002586790862411806;0.012559709844152694;1.1461983799276823;-0.00045175856151402627;-0.0007299631306757481
2019-04-04;2265.0;2280.8;2301.8;2280.8;-0.1907197287957274;0.0069514996813273555;2.803608119588366e-07;73.40706287430842;7.080278303059511;0.004255694137394345;0.011538998854465075;1.078562892642367;9.317875661296604e-05;-0.0012257481397104364
2019-04-05;2279.6;2298.0;2305.0;2298.0;-0.2039957749149115;0.008039190447856726;1.5316597650802792e-07;67.31642471451963;7.46157775075146;0.002607368756368188;0.011753395931833792;1.0623617472574551;0.0007722679734665228;-0.001322292193517316
2019-04-08;2299.2;2301.6;2313.8;2301.6;-0.20774404282587244;0.0010432969125773184;3.312329235945808e-07;67.39698519184104;7.119861298066292;0.0018804497818226571;0.011474254755519142;1.0525353820453347;0.0008450258151100343;-0.0005709935287400159
2019-04-09;2310.8;2346.0;2346.0;2346.0;0.927906776992012;0.0151179653063096;2.4297274902869137e-07;52.39972589907801;inf;0.003944002561657568;0.011911320430484611;1.1617310848764646;0.002538767552336063;-8.27999635688581e-06
2019-04-10;2339.8;2350.8;2352.0;2350.8;-0.006259653083046213;0.00469024012499375;2.1149766868684374e-07;303.96587258639715;8.418584668823417;0.0024907468057903505;0.01195033052424291;1.2619491441391801;0.002492381485987627;-8.694068161485546e-05
2019-04-11;2374.0;2434.0;2444.0;2434.0;1.1717116618968983;0.024959698377858608;1.0566248037057947e-07;36.11684209331459;7.84967297019946;0.004228013602750599;0.013250149200251875;1.5726502227744277;0.005561436107346163;0.0018424746297454053
2019-04-12;2440.0;2435.2;2454.8;2435.2;-0.5595689483137098;-0.0019691506198808995;1.6432175058499216e-07;33.24738716328542;7.201508890458587;0.0017603278712503409;0.012629348293551201;1.8328412324221972;0.0050739046666929966;0.0027235006281820517
2019-04-15;2484.4;2453.0;2494.0;2453.0;0.9917347624330111;-0.012719416426658192;1.3767564487001105e-07;28.7993994283144;7.183375521535191;0.003904696592898966;0.012715426236839014;2.0947896088136986;0.005287043836060823;0.002064897970959656
2019-04-16;2476.4;2499.8;2513.0;2499.8;-0.19510578378844812;0.00940483601104436;1.1207472991793921e-07;25.781388541690163;7.589531969226905;0.0029711436050825248;0.011968847278908776;2.4380028960085838;0.0066075134690430914;0.003985554934026414
2019-04-17;2499.0;2451.0;2518.0;2451.0;-0.27969260907066384;-0.019394547306839982;2.502904219924481e-07;65.83514933766672;6.732987016268257;0.004231445632018826;0.012762907718007444;2.580957056052739;0.004073360391289471;0.0027079398763605322
2019-04-18;2448.2;2383.2;2448.2;2383.2;-0.2011027297635558;-0.02690893824233953;3.852790493167198e-07;83.00191230024323;6.636456578495223;0.005593634038718671;0.01399160862162284;2.4984072308548093;0.0010684410802512812;0.0016710383317397604
2019-04-19;2394.6;2415.2;2424.8;2415.2;-0.589987213034237;0.008565897109885867;6.588736255766141e-07;128.34260074698443;7.08568871307037;0.0027097049537004804;0.013943578577766291;2.5035684537051566;0.0022047654404970807;0.0028796697761117596
2019-04-22;2417.4;2400.0;2437.6;2400.0;1.338675699120162;-0.00722384508931917;2.0314004535543293e-07;59.39811095788033;6.859000245856322;0.0025339068197291204;0.013964354721170351;2.451109278428703;0.0014144945981879875;0.0025134927381209593
2019-04-23;2399.8;2412.8;2428.8;2412.8;-0.03555469205362349;0.005402498283348933;1.3262233836130332e-07;51.53503927720699;7.216655795182653;0.001654277587906461;0.0138799154394875;2.4284015139860458;0.0017759237792038807;0.002413881237043114
2019-04-24;2415.2;2410.6;2424.0;2410.6;-0.2802633506702805;-0.001906420238386275;3.2571986911197837e-07;54.458725672615024;7.150448425239858;0.003151012253823856;0.013757276364951356;2.389055246049338;0.0015270044903004099;0.001918360408926345
2019-04-25;2424.0;2407.6;2489.8;2407.6;4.562333812546914;-0.006788667515589708;2.5037072067896176e-07;53.238322550318316;7.107397637133258;0.015422277579207437;0.013320246899165443;2.3334417204855527;0.0012709907361543316;0.0028195185005652768
2019-04-26;2407.4;2389.0;2414.6;2389.0;-0.6979883578641599;-0.007672458619824241;2.7922715650295874e-07;57.475447321680846;7.090684989196859;0.0037907319849213137;0.012518677945482544;2.2202427602423995;0.0004422824015082316;0.0014339920566508457
2019-04-29;2387.0;2406.0;2423.0;2406.0;-0.1977946243969676;0.007928270195793452;2.6830452928957807e-07;66.48166541282951;7.175841074260515;0.004741244056486626;0.012444333553772101;2.158844166090148;0.0010519108973794378;0.002260532391578751
2019-04-30;2406.0;2391.0;2408.6;2391.0;-0.571891167251992;-0.006253929076299514;4.4641440285047435e-07;94.33771579675128;6.789615469233753;0.0028446628460897096;0.011692261562948317;2.05177626042223;0.0003822480398274486;0.002961761967444687
2019-05-02;2445.0;2413.0;2481.8;2413.0;3.966789423776656;-0.013174336283941379;1.2824511877955685e-07;50.33824928803182;6.897593192273175;0.005532776619433602;0.011988493837137439;2.010748660644367;0.0011873116058132016;0.0032811287082756824
2019-05-03;2405.6;2414.0;2437.6;2414.0;-0.22070870092217254;0.0034857699831576383;1.8583350570311448e-07;38.3199864185907;7.254149398684355;0.0038227648281344033;0.012019914705252233;1.967099730929931;0.0011161526754113194;0.0029074636866159853
2019-05-06;2398.2;2407.0;2414.0;2407.0;0.11255191745622972;0.0036627028377393955;1.3074377704674617e-07;49.33052711108065;7.827022472718023;0.004716083316392147;0.011940489685650193;1.8988359079949078;0.0007468558670944425;0.0025093154857771527
2019-05-07;2406.8;2388.6;2418.0;2388.6;-0.5395700400462939;-0.0075906441118700485;3.4842089221122926e-07;71.68721113628247;6.86360409522089;0.0030054287436890063;0.011864715013235194;1.7776543340778517;-2.190648469735379e-05;0.0017969487572095932
2019-05-08;2388.6;2379.0;2388.6;2379.0;0.553586920253587;-0.004027188931368997;3.522980840102346e-07;35.04565214719772;7.539266762889655;0.00307927323167394;0.011866194847774085;1.6367993499420663;-0.0003852977714055017;0.0015323880307427373
2019-05-10;2374.8;2340.0;2389.8;2340.0;-0.23236900696577245;-0.014762294044773583;2.891640959097769e-07;76.46421311686181;6.702282569561534;0.003767652528526724;0.011555849617827256;1.3966715525266409;-0.0018352973187406585;-0.00011860801632046503
2019-05-13;2349.8;2286.6;2357.4;2286.6;0.262690603870366;-0.027264220025602803;3.03942121653409e-07;81.41321328651532;6.640749945117241;0.005377308408722317;0.01255766190183989;1.0322070861247994;-0.003708325556982195;-0.0012692563186030847
2019-05-14;2291.0;2299.0;2315.0;2299.0;-0.17803119829827463;0.0034858423096864044;2.3457276763706377e-07;68.59559245914518;7.203867326220765;0.003917401873203031;0.01078971169962579;0.7499055571943245;-0.002908884773962672;-0.002672388878111387
2019-05-15;2301.2;2312.0;2325.4;2312.0;0.7211289626913953;0.00468222480313063;3.9115613620635896e-07;66.04707402910348;7.5191447818444415;0.006424313163486935;0.01099454679682235;0.5411617257104808;-0.0021529111609418505;-0.0024453371865917894
2019-05-16;2329.2;2392.0;2401.8;2392.0;-0.01636203214977472;0.026604975107557216;1.841137783982167e-07;62.246689963011235;7.662632133987831;0.0065417219326416465;0.012842286423774076;0.5864713816981748;0.001116915229198101;-0.0012137274565048317
2019-05-17;2395.8;2425.0;2434.6;2425.0;-0.16377841587626785;0.012114320074353202;3.7521837621677837e-07;76.17617179469;7.599858917408737;0.006583523801581152;0.012989303148509062;0.7154700983837756;0.002282564603359738;-0.0014901170180130485
2019-05-20;2447.6;2407.8;2449.4;2407.8;-0.2247730879086004;-0.01639448508745911;3.040669626152084e-07;88.52563871559701;6.8493743278880475;0.004323679355916332;0.012817556833658086;0.7728818261798551;0.0014107117318615803;-0.000861886653924393
2019-05-21;2398.0;2392.4;2414.8;2392.4;0.05090185611239839;-0.00233801041705739;2.9320758908221784e-07;42.68429811473509;7.1369951828961;0.003763824803159508;0.011593681284360904;0.7738648423510313;0.0006909247977584521;0.00018370827126523714
2019-05-22;2400.0;2424.8;2432.0;2424.8;0.07428673823955623;0.01028030940755631;2.0814923233475768e-07;55.52163751473134;7.666873048942835;0.004474274112871979;0.011676649129612386;0.8622763983980803;0.0018674684277057985;0.00019166037781070955
2019-05-23;2406.6;2365.0;2415.0;2365.0;-0.1945260318081935;-0.017436941078028845;2.6110103361181186e-07;72.19917318796551;6.72044227193546;0.0036006062415241606;0.012118293091435394;0.7631647797443293;-0.0005894906580308223;-0.000698627894814674
2019-05-24;2365.4;2383.4;2392.0;2383.4;-0.18565537608268956;0.007580898839688821;2.742315987881543e-07;49.654095523089374;7.399087848589258;0.0032460596475180075;0.012196450869197281;0.7263568589855822;0.00016696780552716284;-0.0005872577062593365
2019-05-27;2393.4;2404.6;2409.0;2404.6;-0.6075227207394467;0.004668620401393042;2.2873309692929291e-07;65.36575290483069;7.287794051356806;0.0012386644948820054;0.012287882417764722;0.7509805927770685;0.0009617987548760087;-0.00011991893480001181
2019-05-28;2405.0;2280.2;2409.8;2280.2;17.405290438897968;-0.0532867451402419;2.5562645181571767e-07;41.25127118620552;7.060514499957637;0.01821198859466335;0.016638273299611532;0.41433590630140316;-0.003875129464134819;-0.0025465840992408006
2019-05-29;2300.0;2350.2;2368.0;2350.2;-0.2657805681785136;0.02159130798259934;1.0127009539861395e-07;48.76196607534501;7.801657254118051;0.004435032551030291;0.017524339888460513;0.32312233186712547;-0.0008540599152206951;-0.0007775488773639205
2019-05-30;2357.0;2379.6;2379.8;2379.6;-0.726693391536013;0.009542782377619297;1.3374458995118147e-07;38.65153007329939;9.193096532001281;0.003227299969813529;0.01757670589893705;0.32687078575509076;0.0003505093431204198;-0.0005294655606719045
2019-05-31;2360.0;2336.6;2362.2;2336.6;-0.08473296416639975;-0.009964737736607887;1.8507448731419366e-07;46.689639362156974;7.039514795595495;0.0021716440469532815;0.017633722388035514;0.2059889320835282;-0.0013300671835696498;-0.0010915979067005477
2019-06-03;2333.0;2319.0;2350.0;2319.0;0.6887338850137921;-0.006018934765898543;2.468711838188728e-07;44.141320255992696;7.180670661085819;0.005190416798644967;0.01749154456312871;0.05145383645367474;-0.001886419601104028;-0.0018882782116799168
2019-06-04;2318.4;2341.0;2344.0;2341.0;0.24816549300987445;0.009700895924492414;1.5359464152440169e-07;37.10047635609272;8.295283937092655;0.004530997422094558;0.017648817680183834;-0.018379895238012978;-0.0008719721143510828;-0.0014692030881441331
2019-06-05;2353.2;2361.0;2364.0;2361.0;-0.34255452058260716;0.0033091540952119303;1.552770599571798e-07;21.95718717074429;8.116838253994072;0.002511817492328835;0.01764316235333932;-0.021093996616400545;-2.3464420434660127e-05;-0.0009271613946121304
2019-06-06;2365.0;2389.0;2394.2;2389.0;-0.1793864897858547;0.010096846399776815;9.15363514918031e-08;42.74924174912437;7.797214990470141;0.0015935095832691941;0.017792890169304423;0.056338806447001843;0.0010565811451255236;8.069754962036768e-06
2019-06-07;2404.0;2418.6;2447.8;2418.6;0.4350684088260943;0.00605484369607634;1.47554652825754e-07;39.301850459943466;7.210055985556924;0.004588442136688746;0.0178522669349166;0.20639802239111305;0.002097808907716381;0.000798899294305544
2019-06-10;2422.0;2435.0;2444.8;2435.0;-0.30318442715035643;0.00535311140365291;2.3739290731372784e-07;45.822964583872064;7.530265526306737;0.0030127950705381725;0.017606166708211794;0.3801407953674243;0.0025324525449321733;0.0019150214280818645
2019-06-11;2438.2;2494.8;2510.6;2494.8;1.1883610834261593;0.02294850352092137;1.820454475543345e-07;36.91220020431386;7.673490267800323;0.005928647606323934;0.017104794281772147;0.6966130004188926;0.004585452069127305;0.004188898814553754
2019-06-13;2485.6;2492.0;2514.4;2492.0;-0.4671868459387506;0.0025715218285062846;3.5898263805943603e-07;35.43513196444434;7.247986577161008;0.004332271651066852;0.017103332543646613;0.9551875500565075;0.004042852818913367;0.0038668830518322483
2019-06-14;2489.0;2465.0;2499.4;2465.0;-0.3493960001508428;-0.009689215890801961;2.053627270112899e-07;60.77191502167867;6.870261767503398;0.00325035200451641;0.017296401822341684;1.0939396996036521;0.002635850802025219;0.0030536484113043993
2019-06-17;2459.8;2455.8;2478.0;2455.8;0.3682944500796985;-0.0016274720818971744;2.1539474706765682e-07;33.92321976239864;7.195022872468256;0.0026822127830278064;0.016340809965476846;1.180129702152044;0.002041695457354775;0.001269474899019185
2019-06-18;2457.0;2480.2;2498.0;2480.2;-0.3395957328137025;0.00939810854749279;3.501536785327637e-07;66.02972160908186;7.115059423526842;0.0035181376401895305;0.01625423112931751;1.316521677649689;0.0027739606134185024;0.0010969618924974167
2019-06-19;2488.4;2470.2;2500.0;2470.2;-0.11071317846032136;-0.00734081463695091;2.0585705663824778e-07;51.97979514558433;6.838550432473377;0.002511070899261818;0.015905563055600185;1.3971447662920582;0.002138112011095483;0.0012386850881371814
2019-06-20;2485.4;2492.8;2531.6;2492.8;4.178017142925838;0.002972964304534642;1.5908380718717105e-07;19.927121625566294;7.442053773492154;0.006355506718235091;0.015896511206358;1.522427965038787;0.0027890756343937895;0.001990546884913069
2019-06-21;2487.6;2468.4;2488.8;2468.4;-0.7675257648186886;-0.007748222782822722;2.9937784411789924e-07;37.24150683582472;7.083358261007833;0.0034040498355214187;0.015856236319054678;1.5513888961118028;0.0016138662726963293;0.0008627035070083444
2019-06-24;2465.4;2452.6;2484.8;2452.6;-0.19341469260576039;-0.005205379789493314;3.327393945549213e-07;66.26100964267785;6.788994049639596;0.004324264099320043;0.015396771539314557;1.5223312704479213;0.0008734989560730266;0.0017318276712849912
