<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.YNDF-3.21;60;20200915;130000;47300.0000000;47300.0000000;47300.0000000;47300.0000000;1
SPFB.YNDF-3.21;60;20200922;140000;46000.0000000;46000.0000000;46000.0000000;46000.0000000;1
SPFB.YNDF-3.21;60;20200922;200000;46021.0000000;47783.0000000;46021.0000000;47783.0000000;3
SPFB.YNDF-3.21;60;20200922;210000;48448.0000000;48448.0000000;48448.0000000;48448.0000000;2
SPFB.YNDF-3.21;60;20200922;220000;48599.0000000;48599.0000000;46531.0000000;48528.0000000;19
SPFB.YNDF-3.21;60;20200922;230000;49000.0000000;50542.0000000;49000.0000000;50542.0000000;16
SPFB.YNDF-3.21;60;20200923;000000;50546.0000000;50546.0000000;50546.0000000;50546.0000000;16
SPFB.YNDF-3.21;60;20200923;110000;50546.0000000;51300.0000000;50500.0000000;51300.0000000;40
SPFB.YNDF-3.21;60;20200923;120000;51600.0000000;53579.0000000;51600.0000000;53579.0000000;18
SPFB.YNDF-3.21;60;20200923;130000;54503.0000000;56390.0000000;53016.0000000;53062.0000000;65
SPFB.YNDF-3.21;60;20200923;140000;53500.0000000;53899.0000000;53200.0000000;53795.0000000;6
SPFB.YNDF-3.21;60;20200923;150000;53005.0000000;53005.0000000;53004.0000000;53004.0000000;2
SPFB.YNDF-3.21;60;20200923;160000;53005.0000000;53005.0000000;52650.0000000;52650.0000000;10
SPFB.YNDF-3.21;60;20200923;170000;52516.0000000;54070.0000000;52102.0000000;52102.0000000;62
SPFB.YNDF-3.21;60;20200923;180000;52090.0000000;52090.0000000;51299.0000000;51299.0000000;23
SPFB.YNDF-3.21;60;20200923;190000;51049.0000000;51871.0000000;50533.0000000;50543.0000000;67
SPFB.YNDF-3.21;60;20200923;230000;50556.0000000;50556.0000000;50556.0000000;50556.0000000;1
SPFB.YNDF-3.21;60;20200924;110000;50556.0000000;50556.0000000;49500.0000000;49500.0000000;9
SPFB.YNDF-3.21;60;20200924;180000;49742.0000000;49742.0000000;49742.0000000;49742.0000000;1
SPFB.YNDF-3.21;60;20200924;220000;49037.0000000;49037.0000000;49037.0000000;49037.0000000;1
SPFB.YNDF-3.21;60;20200924;230000;49000.0000000;49000.0000000;48826.0000000;48826.0000000;3
SPFB.YNDF-3.21;60;20200925;120000;48606.0000000;48606.0000000;48606.0000000;48606.0000000;1
SPFB.YNDF-3.21;60;20200925;140000;48700.0000000;48700.0000000;48700.0000000;48700.0000000;5
SPFB.YNDF-3.21;60;20200925;170000;49460.0000000;49460.0000000;49460.0000000;49460.0000000;2
SPFB.YNDF-3.21;60;20200925;180000;49521.0000000;49521.0000000;49521.0000000;49521.0000000;1
SPFB.YNDF-3.21;60;20200925;190000;50028.0000000;50028.0000000;50028.0000000;50028.0000000;2
SPFB.YNDF-3.21;60;20200928;110000;50917.0000000;50917.0000000;50917.0000000;50917.0000000;1
SPFB.YNDF-3.21;60;20200928;140000;51219.0000000;51219.0000000;51219.0000000;51219.0000000;1
SPFB.YNDF-3.21;60;20200928;170000;51738.0000000;51738.0000000;51738.0000000;51738.0000000;1
SPFB.YNDF-3.21;60;20200929;110000;51726.0000000;52485.0000000;51726.0000000;51848.0000000;6
SPFB.YNDF-3.21;60;20200929;220000;51848.0000000;51848.0000000;51848.0000000;51848.0000000;1
SPFB.YNDF-3.21;60;20200930;120000;51227.0000000;51227.0000000;51227.0000000;51227.0000000;1
SPFB.YNDF-3.21;60;20200930;170000;51228.0000000;51228.0000000;51220.0000000;51220.0000000;5
SPFB.YNDF-3.21;60;20201001;120000;51527.0000000;51527.0000000;51452.0000000;51452.0000000;2
SPFB.YNDF-3.21;60;20201001;160000;51750.0000000;51750.0000000;51234.0000000;51234.0000000;4
SPFB.YNDF-3.21;60;20201001;170000;51345.0000000;51345.0000000;51005.0000000;51005.0000000;2
SPFB.YNDF-3.21;60;20201001;180000;50023.0000000;50704.0000000;50023.0000000;50186.0000000;9
SPFB.YNDF-3.21;60;20201001;230000;49860.0000000;49860.0000000;49751.0000000;49751.0000000;2
SPFB.YNDF-3.21;60;20201002;110000;49057.0000000;49057.0000000;49056.0000000;49056.0000000;3
SPFB.YNDF-3.21;60;20201002;170000;50120.0000000;50120.0000000;50120.0000000;50120.0000000;1
SPFB.YNDF-3.21;60;20201002;180000;50294.0000000;50310.0000000;50294.0000000;50310.0000000;2
SPFB.YNDF-3.21;60;20201005;110000;49139.0000000;49139.0000000;49139.0000000;49139.0000000;1
SPFB.YNDF-3.21;60;20201005;120000;49587.0000000;49587.0000000;49587.0000000;49587.0000000;1
SPFB.YNDF-3.21;60;20201005;140000;49942.0000000;49942.0000000;49942.0000000;49942.0000000;1
SPFB.YNDF-3.21;60;20201005;150000;50020.0000000;50020.0000000;50020.0000000;50020.0000000;6
SPFB.YNDF-3.21;60;20201005;160000;49613.0000000;49613.0000000;49613.0000000;49613.0000000;1
SPFB.YNDF-3.21;60;20201005;180000;49951.0000000;50051.0000000;49951.0000000;50051.0000000;8
SPFB.YNDF-3.21;60;20201005;190000;50203.0000000;50218.0000000;50203.0000000;50218.0000000;2
SPFB.YNDF-3.21;60;20201005;220000;50318.0000000;50318.0000000;50318.0000000;50318.0000000;4
SPFB.YNDF-3.21;60;20201005;230000;50318.0000000;50319.0000000;50318.0000000;50319.0000000;4
SPFB.YNDF-3.21;60;20201006;110000;50318.0000000;50318.0000000;50318.0000000;50318.0000000;2
SPFB.YNDF-3.21;60;20201006;140000;50595.0000000;50596.0000000;50595.0000000;50596.0000000;3
SPFB.YNDF-3.21;60;20201006;150000;50318.0000000;50318.0000000;50318.0000000;50318.0000000;3
SPFB.YNDF-3.21;60;20201006;170000;50318.0000000;50318.0000000;50318.0000000;50318.0000000;2
SPFB.YNDF-3.21;60;20201006;200000;50005.0000000;50005.0000000;50005.0000000;50005.0000000;1
SPFB.YNDF-3.21;60;20201006;230000;49330.0000000;49330.0000000;49330.0000000;49330.0000000;1
SPFB.YNDF-3.21;60;20201007;000000;49725.0000000;49725.0000000;49725.0000000;49725.0000000;1
SPFB.YNDF-3.21;60;20201007;190000;48300.0000000;48300.0000000;48300.0000000;48300.0000000;1
SPFB.YNDF-3.21;60;20201008;110000;48362.0000000;48752.0000000;48362.0000000;48752.0000000;3
SPFB.YNDF-3.21;60;20201008;120000;48752.0000000;48752.0000000;48752.0000000;48752.0000000;1
SPFB.YNDF-3.21;60;20201008;140000;48991.0000000;48991.0000000;48991.0000000;48991.0000000;2
SPFB.YNDF-3.21;60;20201008;150000;48673.0000000;48673.0000000;48673.0000000;48673.0000000;1
SPFB.YNDF-3.21;60;20201008;170000;48468.0000000;48468.0000000;48468.0000000;48468.0000000;1
SPFB.YNDF-3.21;60;20201008;180000;48200.0000000;48200.0000000;48000.0000000;48000.0000000;2
SPFB.YNDF-3.21;60;20201008;200000;48000.0000000;48000.0000000;48000.0000000;48000.0000000;1
SPFB.YNDF-3.21;60;20201008;210000;47988.0000000;47988.0000000;47988.0000000;47988.0000000;1
SPFB.YNDF-3.21;60;20201009;110000;47743.0000000;47743.0000000;47500.0000000;47500.0000000;3
SPFB.YNDF-3.21;60;20201009;170000;48000.0000000;48400.0000000;48000.0000000;48400.0000000;2
SPFB.YNDF-3.21;60;20201009;180000;48123.0000000;48123.0000000;48123.0000000;48123.0000000;1
SPFB.YNDF-3.21;60;20201009;210000;47545.0000000;47545.0000000;47545.0000000;47545.0000000;1
SPFB.YNDF-3.21;60;20201012;120000;48499.0000000;48500.0000000;48499.0000000;48500.0000000;2
SPFB.YNDF-3.21;60;20201012;160000;48299.0000000;48400.0000000;48299.0000000;48400.0000000;8
SPFB.YNDF-3.21;60;20201013;120000;48499.0000000;48871.0000000;48499.0000000;48871.0000000;8
SPFB.YNDF-3.21;60;20201014;160000;49385.0000000;49385.0000000;49385.0000000;49385.0000000;5
SPFB.YNDF-3.21;60;20201015;110000;48404.0000000;48681.0000000;48404.0000000;48681.0000000;4
SPFB.YNDF-3.21;60;20201015;130000;48640.0000000;48766.0000000;48640.0000000;48766.0000000;2
SPFB.YNDF-3.21;60;20201015;150000;48213.0000000;48213.0000000;48000.0000000;48000.0000000;2
