Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
09.12.2019;;29846;;;;;;;;;;;;
10.12.2019;;29813;;;;;;;;;;;;
11.12.2019;;30153;;;;;;;;;;;;
12.12.2019;;30159;;;;;;;;;;;;
13.12.2019;;29999;;;;;;;;;;;;
16.12.2019;;30267;;;;;;;;;;;;
17.12.2019;;30599;;;;;;;;;;;;
18.12.2019;;30921;;;;;;;;;;;;
19.12.2019;;30797;;;;;;;;;;;;
20.12.2019;;30539;;;;;;;;;;;;
23.12.2019;;30982;;;;;;;;;;;;
24.12.2019;;30889;;;;;;;;;;;;
25.12.2019;;31111;;;;;;;;;;;;
26.12.2019;30754;30857;30754;30754;30754;30754;;1;1;30754;1;61714;2;
27.12.2019;;31527;;;;;;;;;;63054;2;
30.12.2019;;31438;;;;;;;;;;62876;2;
03.01.2020;;31607;;;;;;;;;;63214;2;
06.01.2020;;31644;;;;;;;;;;63288;2;
08.01.2020;31700;31700;31700;31700;31700;31700;;4;1;126800;4;317000;10;
09.01.2020;32402;32411;32300;32436;32300;32436;2,32;8;3;356424;11;1037152;32;
10.01.2020;;32638;;;;;;;;;;1044416;32;
13.01.2020;32275;32400;32150;32400;32150;32400;;1;3;129100;4;1036800;32;
14.01.2020;;32460;;;;;;;;;;1038720;32;
15.01.2020;;32541;;;;;;;;;;1041312;32;
16.01.2020;;32558;;;;;;;;;;1041856;32;
17.01.2020;;32883;;;;;;;;;;1052256;32;
20.01.2020;;33306;;;;;;;;;;1065792;32;
21.01.2020;32455;33190;32502;33190;31700;33190;;2;5;227188;7;1460360;44;
22.01.2020;33270;33547;33271;33271;33270;33270;0,24;5;2;232892;7;1945726;58;
23.01.2020;33419;33420;33418;33420;33418;33420;0,45;2;3;133676;4;2205720;66;
24.01.2020;33615;33702;33615;33615;33615;33615;0,58;4;3;268920;8;2763564;82;
27.01.2020;32801;32801;32801;32801;32801;32801;-2,42;8;1;262408;8;2689682;82;
28.01.2020;;33375;;;;;;;;;;2736750;82;
29.01.2020;;33445;;;;;;;;;;2742490;82;
30.01.2020;;33829;;;;;;;;;;2773978;82;
31.01.2020;;33399;;;;;;;;;;2738718;82;
03.02.2020;33116;33116;33116;33116;33116;33116;;2;1;66232;2;2847976;86;
04.02.2020;;33995;;;;;;;;;;2923570;86;
05.02.2020;33538;33538;33538;33538;33538;33538;;2;1;67076;2;3018420;90;
06.02.2020;;33678;;;;;;;;;;3031020;90;
07.02.2020;33164;33265;33060;33550;33030;33265;;1;10;331637;10;3259970;98;
10.02.2020;;33440;;;;;;;;;;3277120;98;
11.02.2020;;33731;;;;;;;;;;3305638;98;
12.02.2020;33902;33933;33871;33933;33871;33933;;1;2;67804;2;3461166;102;
13.02.2020;;34412;;;;;;;;;;3510024;102;
