Дата;Средне-взвешенная цена за лот;Расчетная цена;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Изменение;Объем последней сделки, контр.;Число сделок;Объем торгов, руб.;Объем торгов, контр.;Объем открытых позиций, руб.;Объем открытых позиций, контр.;
06.02.2020;;34856;;;;;;;;;;;;
07.02.2020;;34834;;;;;;;;;;;;
10.02.2020;;34775;;;;;;;;;;;;
11.02.2020;;34938;;;;;;;;;;;;
12.02.2020;;35647;;;;;;;;;;;;
13.02.2020;;35500;;;;;;;;;;;;
14.02.2020;;35794;;;;;;;;;;;;
17.02.2020;;35865;;;;;;;;;;;;
18.02.2020;;35812;;;;;;;;;;;;
19.02.2020;;36568;;;;;;;;;;;;
20.02.2020;;36486;;;;;;;;;;;;
21.02.2020;;36724;;;;;;;;;;;;
25.02.2020;;35477;;;;;;;;;;;;
26.02.2020;;35679;;;;;;;;;;;;
27.02.2020;;34385;;;;;;;;;;;;
28.02.2020;;33739;;;;;;;;;;;;
02.03.2020;;34294;;;;;;;;;;;;
03.03.2020;;34467;;;;;;;;;;;;
04.03.2020;;34456;;;;;;;;;;;;
05.03.2020;;34586;;;;;;;;;;;;
06.03.2020;;33417;;;;;;;;;;;;
10.03.2020;;30735;;;;;;;;;;;;
11.03.2020;;30633;;;;;;;;;;;;
12.03.2020;;28542;;;;;;;;;;;;
13.03.2020;32250;28056;32250;32250;32250;32250;;1;1;32250;1;56112;2;
16.03.2020;;27875;;;;;;;;;;55750;2;
17.03.2020;;27922;;;;;;;;;;55844;2;
18.03.2020;;27076;;;;;;;;;;54152;2;
19.03.2020;;27764;;;;;;;;;;55528;2;
20.03.2020;30094;28845;30094;30094;30094;30094;;2;1;60188;2;173070;6;
23.03.2020;;27433;;;;;;;;;;164598;6;
24.03.2020;23748;29097;23748;23748;23748;23748;;2;1;47496;2;58194;2;
25.03.2020;;29202;;;;;;;;;;58404;2;
26.03.2020;;29830;;;;;;;;;;59660;2;
27.03.2020;;30373;;;;;;;;;;60746;2;
30.03.2020;;30979;;;;;;;;;;61958;2;
31.03.2020;;31006;;;;;;;;;;62012;2;
01.04.2020;;30964;;;;;;;;;;61928;2;
02.04.2020;35088;31187;35088;35088;35088;35088;;2;1;70176;2;187122;6;
03.04.2020;;28785;;;;;;;;;;172710;6;
06.04.2020;;29981;;;;;;;;;;179886;6;
07.04.2020;;29911;;;;;;;;;;179466;6;
08.04.2020;;30345;;;;;;;;;;182070;6;
09.04.2020;26017;30209;26017;26017;26017;26017;;2;1;52034;2;120836;4;
10.04.2020;;30261;;;;;;;;;;121044;4;
13.04.2020;;29979;;;;;;;;;;119916;4;
14.04.2020;;30218;;;;;;;;;;120872;4;
15.04.2020;;29498;;;;;;;;;;117992;4;
16.04.2020;;29539;;;;;;;;;;118156;4;
17.04.2020;;29681;;;;;;;;;;118724;4;
20.04.2020;;29792;;;;;;;;;;119168;4;
21.04.2020;;29227;;;;;;;;;;116908;4;
22.04.2020;;30024;;;;;;;;;;120096;4;
23.04.2020;;30454;;;;;;;;;;121816;4;
24.04.2020;;29778;;;;;;;;;;119112;4;
27.04.2020;;30097;;;;;;;;;;120388;4;
28.04.2020;;30444;;;;;;;;;;121776;4;
29.04.2020;;30941;;;;;;;;;;123764;4;
30.04.2020;;30973;;;;;;;;;;123892;4;
04.05.2020;;30712;;;;;;;;;;122848;4;
05.05.2020;;31015;;;;;;;;;;124060;4;
06.05.2020;;30788;;;;;;;;;;123152;4;
07.05.2020;;31052;;;;;;;;;;124208;4;
08.05.2020;;31599;;;;;;;;;;126396;4;
12.05.2020;;31276;;;;;;;;;;125104;4;
13.05.2020;;30737;;;;;;;;;;122948;4;
14.05.2020;;30518;;;;;;;;;;122072;4;
15.05.2020;;30830;;;;;;;;;;123320;4;
18.05.2020;;31383;;;;;;;;;;125532;4;
19.05.2020;;31464;;;;;;;;;;125856;4;
20.05.2020;;32091;;;;;;;;;;128364;4;
21.05.2020;;31806;;;;;;;;;;127224;4;
22.05.2020;;31609;;;;;;;;;;126436;4;
25.05.2020;;32074;;;;;;;;;;128296;4;
26.05.2020;;32036;;;;;;;;;;128144;4;
27.05.2020;;31564;;;;;;;;;;126256;4;
28.05.2020;;31137;;;;;;;;;;124548;4;
29.05.2020;;30776;;;;;;;;;;123104;4;
01.06.2020;28300;30648;28300;28300;28300;28300;;1;1;28300;1;61296;2;
02.06.2020;;31403;;;;;;;;;;62806;2;
03.06.2020;31551;31787;31551;31551;31551;31551;;1;1;31551;1;63574;2;
04.06.2020;;31023;;;;;;;;;;62046;2;
05.06.2020;;31407;;;;;;;;;;62814;2;
08.06.2020;;31217;;;;;;;;;;62434;2;
09.06.2020;;31576;;;;;;;;;;63152;2;
10.06.2020;;31343;;;;;;;;;;62686;2;
11.06.2020;;30973;;;;;;;;;;61946;2;
15.06.2020;;31002;;;;;;;;;;62004;2;
16.06.2020;;31396;;;;;;;;;;62792;2;
17.06.2020;;31178;;;;;;;;;;62356;2;
18.06.2020;;31291;;;;;;;;;;62582;2;
19.06.2020;32019;31914;31902;32078;31902;32078;;2;2;96058;3;255312;8;
22.06.2020;;31092;;;;;;;;;;248736;8;
23.06.2020;31671;31214;31671;31671;31671;31671;;1;1;31671;1;312140;10;
25.06.2020;29933;30308;29933;29933;29933;29933;-5,49;1;3;89799;3;303080;10;
26.06.2020;;31158;;;;;;;;;;311580;10;
29.06.2020;;31205;;;;;;;;;;312050;10;
30.06.2020;;31810;;;;;;;;;;318100;10;
02.07.2020;;31671;;;;;;;;;;316710;10;
03.07.2020;;31899;;;;;;;;;;318990;10;
06.07.2020;;32383;;;;;;;;;;323830;10;
07.07.2020;;32365;;;;;;;;;;323650;10;
08.07.2020;32433;31026;32438;32438;32430;32430;;2;2;97298;3;496416;16;
09.07.2020;;32093;;;;;;;;;;513488;16;
10.07.2020;;31727;;;;;;;;;;507632;16;
13.07.2020;;31932;;;;;;;;;;510912;16;
14.07.2020;;31934;;;;;;;;;;510944;16;
15.07.2020;;32031;;;;;;;;;;512496;16;
16.07.2020;;32017;;;;;;;;;;512272;16;
17.07.2020;32027;32027;32027;32027;32027;32027;;1;1;32027;1;576486;18;
20.07.2020;;32140;;;;;;;;;;578520;18;
21.07.2020;32432;32538;32432;32432;32432;32432;;1;2;97296;3;780912;24;
22.07.2020;32390;32358;32390;32390;32390;32390;-0,13;1;2;64780;2;906024;28;
23.07.2020;;32462;;;;;;;;;;908936;28;
24.07.2020;;32417;;;;;;;;;;907676;28;
27.07.2020;;32281;;;;;;;;;;903868;28;
28.07.2020;;32580;;;;;;;;;;912240;28;
29.07.2020;;32505;;;;;;;;;;910140;28;
30.07.2020;32117;32117;32117;32117;32117;32117;;1;1;32117;1;835042;26;
31.07.2020;32465;32457;32465;32465;32464;32464;1,08;1;2;64929;2;973710;30;
03.08.2020;32914;32973;32855;32973;32855;32973;1,57;1;4;131657;4;1187028;36;
04.08.2020;33355;33294;33499;33499;33294;33333;1,09;1;4;133421;4;1265172;38;
05.08.2020;33400;33870;33400;33400;33400;33400;0,20;1;2;66800;2;1354800;40;
06.08.2020;33133;33200;33200;33200;33000;33000;-1,20;2;3;198800;6;1726400;52;
07.08.2020;33015;33000;33090;33090;33000;33000;;1;5;198091;6;2112000;64;
10.08.2020;33000;33000;33000;33000;33000;33000;;2;1;66000;2;2244000;68;
11.08.2020;33010;33000;33000;33100;33000;33000;;5;4;330100;10;2838000;86;
12.08.2020;;33359;;;;;;;;;;2868874;86;
13.08.2020;;33827;;;;;;;;;;2909122;86;
14.08.2020;;33500;;;;;;;;;;2881000;86;
17.08.2020;33723;33924;33521;33924;33521;33924;;1;2;67445;2;2917464;86;
18.08.2020;34093;34056;33930;34256;33930;34256;0,98;1;2;68186;2;2996928;88;
19.08.2020;33748;34180;33316;34180;33316;34180;-0,22;1;2;67496;2;2939480;86;
20.08.2020;34079;34100;33950;34100;33950;34100;-0,23;6;2;238550;7;3410000;100;
21.08.2020;33987;34087;34006;34087;33867;34087;-0,04;2;3;203920;6;3817744;112;
24.08.2020;34087;34087;34087;34087;34087;34087;;1;6;374957;11;4022266;118;
25.08.2020;;34288;;;;;;;;;;4045984;118;
26.08.2020;34252;34252;34252;34252;34252;34252;;1;1;34252;1;4041736;118;
27.08.2020;34581;34101;34784;34939;34100;34100;-0,44;2;8;449553;13;4296726;126;
28.08.2020;;34418;;;;;;;;;;4336668;126;
31.08.2020;33972;33987;34000;34000;33910;33987;;1;4;237807;7;4758180;140;
01.09.2020;33511;33650;33805;33805;33306;33650;-0,99;1;23;1541492;46;6931900;206;
02.09.2020;33889;34185;33570;34185;33450;33780;0,39;1;10;406666;12;7657440;224;
03.09.2020;33678;33661;33750;33853;33531;33650;-0,38;3;9;404135;12;8145962;242;
04.09.2020;33400;33333;33660;33660;32601;33333;-0,94;1;14;1068792;32;8333250;250;
07.09.2020;33313;33000;33333;33341;33000;33000;-1,00;1;18;1332510;40;9636000;292;
08.09.2020;33171;33119;33250;33499;33000;33119;0,36;1;22;1260488;38;11591650;350;
09.09.2020;32670;33100;32603;33140;31903;33100;-0,06;1;16;686074;21;12114600;366;
10.09.2020;33230;33100;32801;33490;32801;33100;;2;8;332304;10;12644200;382;
11.09.2020;32683;33075;33000;33148;31744;33075;-0,08;1;24;3006835;92;14817600;448;
14.09.2020;33025;33045;33075;33091;32954;33054;-0,06;4;50;3566650;108;19430460;588;
15.09.2020;33322;33455;33000;33498;33000;33361;0,93;3;53;2865677;86;22615580;676;
16.09.2020;33473;33450;33706;33707;33333;33457;0,29;1;102;6359883;190;30171900;902;
17.09.2020;33509;33539;33516;33854;33321;33564;0,32;3;345;21847848;652;52656230;1570;
